index,answer,prediction
1519,"орленок?
венчаться",орленоко Еанакя
1520,Юницкий,Тк; Юницкий
1521,"Матвейчук
9626736692
бонза",МАТВЕЙЧКК 8626736692 БОНЗА
1522,вскоре,Е~Коре
1523,"осевой
сигать
влюбленно
Ашейчик",осевой сиГать влюбленно Ашейчик
1524,"Долгая
топтать
дипкорпус",Долеля ш Эшеутшъ Отаршус
1525,Гукова,Гукова
1526,12897,12897
1527,"нюхать
76825",нюхошъ С 76825
1528,менестрель,У ЫУ М ~~рч~~ Уевет2. ' &У Ф~~рч~ч~ччсч' ~ччкччш
1529,"педант
колечко
Калякин",педант КОЛеЧКО КалЯКИН
1530,"мотыль
бабушка
середка",мотыль бабу шка середка
1531,"емко
содрать",Ым: сатна
1532,"глумиться
Зубкова крест
варварский",[АУМИГЬСЯ Кбест ВорвОрСКИ Зубкова
1533,"ветхость
city бычий
астральный",веТХость с1$у бьний астралый (л
1534,"Эльза
виднейший
экзарх
Чечеткин !",ЭЛЬА ВИДНЙЙ ЭКЗАРХ ЧЕкИН !
1535,"отмениться
лахтак
городовой)
канитель",отменигыся лахтак городовой) канигель
1536,Латушко,ЛАТУШКО
1537,"Антонович маловат
эстетизм россыпной",Антонович мадОват Остетцом росСкппОИ
1538,проза,60090
1539,кафешка,2 кафем
1540,влет,щлеш
1541,fair,[г
1542,"мучить!
мокнуть",ХЧИГЫ МОКНТЬ
1543,заново;,Ии зан ово; 06
1544,подсолнечный,подсолнечный
1545,пьянчужка,{бянныоко
1546,себя,себя
1547,КНДР,КНДР
1548,that,+}0'
1549,аргунский,'НскИЙ Ярзу'
1550,"отниматься
9807362150",отнмагЬя 9807362150
1551,Жорова,я жорова
1552,"опора
укор",@тбра Ухом
1553,"смысл
71348",СМЫО 71340 5 ~а
1554,тщета,5 : ш 1 лщело
1555,курья,{урья
1556,"лорнет поэтапно
типичный выход управляться",ЛООН ДОЛШЮ ЛШИМЫЙ ВИОД ИЩаВЛЯФО
1557,алчно,АЛЧНО
1558,"колумбийский
похваляться",Кллупбиакй ПОХВЭЛЯГЬСЯ ;П
1559,"пугаться
Михаленко Савощик.",пугаться Маленко Савощик:
1560,перезвонить,ПЕРЕВВОНИТЪ
1561,удел,УДел %
1562,Расюк,РАсЮк
1563,"добрать
десятка",0 об2ашь О есялка
1564,"божок бонна
увеличивать",бОЖОК бОННО еличизиИа
1565,повести,<ощ@сш_
1566,Санька,СЕО_ 1ег Санько
1567,"Сухарев
Ходырев
бром",Сух ар ев Х одырев бром
1568,мелисса,#/;П мелисса
1569,"генетика
микрон",генетика (! мроН 
1570,"мулатка
Андрусевич",мулатка Андрусеви
1571,Шейкина,1
1572,подписаться фургончик:,подпчашься фуреонччк:
1573,"настоящий
Греция",явстоятмии Греция
1574,черкать,черкаш;
1575,сволота,сволоте
1576,9982671074,9982671074
1577,"шпон поаплодировать оконный)
очиститель 67676","шон ,ошл)!2 @з9эь оконныб) очаспъ#ел6 67676"
1578,кавказец,КЯЗОЦ
1579,проехать,проехать
1580,тире,тире
1581,Хулуп,Хулуп
1582,рябина,рябчна
1583,Сухих?,яжих? .
1584,"робот
9201266653",920166653 робот
1585,постричь,постриъ
1586,"изрекать
мэтр Хлебус!
слышно",1 изрекатъ мэшр Хлебус слъъно
1587,"транс
63517",транс 6351
1588,"ствол
Саха )",СТВОД [ака
1589,"Хайкин
ротик
Бузо",Хайкин ротик Бузо
1590,гарвардский,гарвардский
1591,"Никанович
недобросовестный:",Н чк ановчч неообр осозесшн ый:
1592,"60689
shout",60689 $}ошъ
1593,Рыбачук,ятх Ркьи
1594,"любезный
отыскаться
внизу
пригладить",лювЕзный отыскаться внизу тьи_лддить
1595,"воспылать
обмывать",ЗОСИЬИЧШЬ обмызашь
1596,Сурба,Сурба
1597,Усачев,Уфчев
1598,валун бровка 9152305862,валун бровка 9152305862
1599,ловля,АОВИЯ
1600,"снос
производящий",Ев шаЕиоян
1601,"переводной рафик
трость Ярмольчик
взрываться Мамай",переводнй  рафик трость Ярмольчик взрыватЬся Мамай
1602,"названивать
прогревание
тарзанка
встречно",ШаЭвашиваш (рогревашио тарзанка ватречлО
1603,"тулья
виза-",туА& [Иза '}
1604,Лобанов,С 76б 
1605,динго,Щинго
1606,трибунал,трибу 
1607,элитарный,э щорныъ
1608,"Домнина
хворь
бездна",Домнина хворь боадна
1609,Дорохов.,Дорохов:
1610,"Торонто
жупел !",Тороно жупед !
1611,"петит
эпитоп",Ш@ШЧ@ ЭПЫЮП
1612,Рубцов,"Ру б7о,"
1613,"довольно
Балтика(
взыграть-
морок!",довольно Балшцка( езы2рашь- морок!
1614,event,"е,епъ"
1615,обвалить,обвалить
1616,"старость
склочник
тарабарщина
брюсовский (",сш--ос ъ склочншк таробаръина брюсовскъй (
1617,"Молоков
шашни",{ь_ков ее съоън &
1618,гаркнуть святыня,даркнуть @ВЯТЪЯ
1619,затечь,затечь
1620,Сергей химизация!,Сергей химИвация!
1621,"коридор
Марлен хибара",кориор Мар^ен хибара
1622,поло,иоло
1623,"земледелец
ворошить",земиебелем 80фО.И/Ь
1624,щучий,щучий
1625,ухмылочка,УХМЫЛОЧКа
1626,"Барауля
вязаный(",Барауля еязаный(
1627,12195,12195
1628,ринг,РИНГ
1629,"Губич
Буркин",Губич Буркин
1630,може,може
1631,"слог
ваза",слог ваза
1632,жилище,#лчце
1633,эмаль:,ЭМОАЪ:
1634,"Мурашева
заваруха
смотрение?",Мурашеса заваруха смопренце?
1635,дизъюнкция,Нлыкли
1636,пырей,~ АПса [Ы}
1637,"пронзать
диктант",пронзат диктант
1638,"финансово
исихазм)",финансово исих8э
1639,"жизня
Борзов
46052
очаг :",жизня Борзов 46052 очаг
1640,"деятельно кадр
полгорода lost",деятельно кадр полгорода [о$+
1641,"пуск плато
Шаврина
Ларкина",пуск плаТо Шаврина Ларкиа
1642,"9786378754
Рынкевич задолго",ш 4 о2 хв754 эайл 57
1643,"вьюн :
96048",Зьюн 96078
1644,Кулиш,Кулиш
1645,"28365
топка",мИП 28365 топа
1646,"разувериться
инструментальный",РАЗУВЕРТЬСЯ ИНСТРМЕНТМЛЬНЫЙ
1647,Носко,Коско
1648,"инкогнито Куликовских
очуметь бордюр",иопиго Куликовских очуметь   бордюр
1649,Бакин,Бакцн
1650,мглистый,МГЛИСТЫЙ
1651,снятие.,ЕНЯТИР
1652,"кулон
Синявская",КуЛон Синяеская
1653,"Шкутко
скаут",Шку шко скауш
1654,"киностудия
дурашливый(","20 киносшуд,я @урашливый("
1655,Лагута,Лагу
1656,развести(,@а9беСЩ(
1657,"Хорватия тахта
струйка 9276277411
польстить",ХорЗашия ш-хш; %-%йк@ 9276277411 [ЗО_ЪбШ >ш8ь
1658,"чернить
product",чернигь роф_+
1659,"соха
Ченцов
хрен",сОха Чещов хрен
1660,"отвисать аннигиляция!
Пехтерева затухающий",отвиСать анигиляция Пехтерева загукающий
1661,"чешуя
Сухой
имхо",чешуя Сухой чмхо
1662,промывной,промывнощ_
1663,"нажать
прямо.",нажашь прямо
1664,"Телюк
ряшка
нырок!",ряшка нрок] Те^юк
1665,34081.,34081
1666,"Пицко
глушь",Пицко глушь
1667,лентяй,Аентияй
1668,сель,@
1669,кашпо,кашпо
1670,"Рябуха
part
Грушин
перерыв",Рябуха [ Труцин $ерефв
1671,"ачинский
черноземье
Сулимова -",ачинский черноземье Сулимова 
1672,убиваться,; хвивАтъс4
1673,"Лидочка гамма
невероятный эпсилон",Лидочка [амма невероятнй ЭПСИЛОН
1674,"задний
атавизм!",зед ний атавиэм|
1675,"гарантирование глушитель
ненасильственный Гуков",еаранширование ёлушишель ненасильсшвенный   Гуков
1676,"гримерная
раненый",гримерная раненьм
1677,Худенко,худенко
1678,"чересчур
Каменев
КНДР",чересчур Каменев КНДР
1679,нежданный,#ежданный
1680,"парторганизация
Капля
39485 благоверный",парпореанцзация Капля 39495 блааосерный
1681,"матово
кинозал",МаТОВО кинозал
1682,farm,{~<ш
1683,руна,руна
1684,укус,укус
1685,"автомобилестроение ночлег
постмодернизм провод",автомобилестроение ночлег постмодерниам провод
1686,"заработок 9314966008:
мелкозернистый
выпукло успеть Дунаев пешечный",зарабошок 9314966008: мелкозернцспый выпукло успепь Дунаев пешечный
1687,нанять,КИняго
1688,"комиссар раковый
желто-зеленый
98395;
Тарасов сосна(",комиссар раковый #елшо-зеленый 98395; Тарасов сосна(
1689,"ашрам
Суглоб
анналы",апрам суттоб авдадн
1690,Рогович,Рогович
1691,крематорий,Крематс ории
1692,"Коблов
убить
Ремез;",КОВлов 7ВИТЬ Рвив:;
1693,"прикидываться Жлобич
Бутко Сысоева откатиться.",пршкшбывапься Жлобшч Бушко Сысоева опкапься:
1694,Гертруда,(ертрудо
1695,"бандюк
обиход Осипов;",банбЮК обчход Осцпов;
1696,"малышок
Саврас
67179!",МОЛЫШОК Саврас 67179!
1697,"бедро
ухват
Форд",бедро ухват Форд
1698,"гроза
past",ГРОВА РАЗТ
1699,почтить:,пОЧТИТ6;
1700,жупел,жутел
1701,"чуждый
стадо",чужоыб спа)о
1702,ботфорт,6 отфор1
1703,парагвайский,прапайк;
1704,Лесков,Леско?
1705,Воронина,@ОРОНИНА
1706,"Мартьянова
Залесская",Маршьянова Залесская
1707,срастить,срастить
1708,75096,45096
1709,отчаянье,отчаянье
1710,"заворот
комфортно стронций;
сойтись Золина
голландец",заворот кОмфортно строщи СОИГИСЬ Золиа голЛандец
1711,версия,@ерсия
1712,охранка,(хранка
1713,корабел,кОРАЕ
1714,идейный,[Ча
1715,вражда,враж  хэ
1716,"55205
мундир
Шекспир
ранить",55205 му 'НОИр ШеКСИИре рЧНИЮЬ
1717,полчище,полччще
1718,"обкатка
Перелыгин
взбрести",@0катк [ереЛЫгИН ВЗбреСТИ
1719,одаренность,9 ареннос{у
1720,сейчас,с@шчас
1721,"Леонтьев
проигрываться",Леонтьев дроутрктваться
1722,"пята
отрабатываться загорать",Иа арабЭТЫВалЬя   Загараль
1723,"18542
10518
Тукай,",18542 10518 Тукаб
1724,затишье,и зат шье
1725,мошкара,мопара
1726,"изгадить .
9276665685!",ИЗГаДигь 9276665685
1727,"Головина
фигня",ГОЛОВИ фипя
1728,Солодухин,СОЛОдУхин
1729,веерный, еернй
1730,"задавить
Асадчий",ЗДаИТЬ А(ДчМ
1731,куча,. ку
1732,"жеребец
ограничительный изолят
складчатый",4ъ_ ~ жеребец ограничительный еклад чатый ИЗОЛЯТ
1733,ротонда,рОТОЮда
1734,"высидеть
Тарашкевич
Смолик",высидеть Тарашкевич Смолик
1735,"Барселона Челябинск
инфракрасный корейский;
молчаливый лубок
toward Ефременко
гнусность       .",Барселона Челябинск инфракрасный кОрейский; молчаливый   лубок >З З Ефременко ГНУСНОСТЬ
1736,Покровский,"""Покроеско?)"
1737,"разрывной
щедрый
юноша",Разрыеной шебрый юнопа
1738,"почтить Бронникова
Поплавская завопить",ве <!шь Бронншкова Пошсеаая :60ш
1739,"Шойгу
Иудея",шобу Иуаея
1740,исламист?,ЧСламчс<?
1741,молчок,мо) ЛЧоМ
1742,Паршиков косая,ПАРШИКОВ КОССАЯ
1743,sand,$А)
1744,"урвать
протянуть
ввод
совок  ,
никогда",{ рзашь шь эля ну  2од  <  о `
1745,"послание
Марин",посланше Маршн
1746,"пародист,",(@родшсп;
1747,лимон,МИМон
1748,властелин,@АСТЕЛИЧ
1749,пружинный,Пружиый
1750,"Боева
свод",Во=ва Сьан
1751,неисчерпаемый,ноисчерпаем ;
1752,"канал
оправить:
нервозный
Франция
ожесточенный",канал оправИть: Нервозныи Франция ожесточенныи
1753,наотрез:,чоаоа
1754,"Совбез?
Монахов
Ромейко",0 Совбан? мону Ромёду о6
1755,притоп,тритоп
1756,набухнуть what,"""Е"
1757,кафель,хафель
1758,"заданный Светлов
потушить тыловой",заданъй Светлов погушигь тылсвой
1759,"слетать Шкель
Троцюк
особа",слетеь Шкель Троцюск особа
1760,выпрямить,"8Ы0ЯмИ,Ь"
1761,"Сергеев -
журавль
Бондарчук",Сер аее с #ур азль Б онд ар чу к 9]|
1762,"Погодина
Шайдуллина
Гагарин",Пгоди Шйдуллиа Гагаин
1763,Иден,Идрк
1764,оптовый,оп/озы
1765,"абсцисса бортик закипать
обвинение возрадоваться
эластичность лысый лань
переспорить палеолит",абсцисса   боргик закилать обвинение возрадоваться эластичность ЛЫСЫЙ лань переспорить палеолиг
1766,Девяткин,Девяткин
1767,вкруговую Гнездилов Миненкова,вкруеовую Гнездиов МиненкоВа
1768,уточнить,УТОчнить
1769,decide,Яес= %е
1770,крохотный,крохо 2
1771,"эпидермис Гринева
градостроительный
фон Петрачков
медь",апидермис Грине. гадастрпительним Фан Петрячкп} медъ
1772,Гринько,Гримньсо
1773,слюда,слюд 
1774,"эротичный
полотно мучнистый
соответствие Малков
перевыполнить кубик",эротичныи полотно мучтистыи соответствис малков перевьшолнить кубик
1775,"участь Иден
ясновидец
несвободный:",участь Иден ЯСНОВИДеЦ НеСВОбоДНЫй:
1776,"неоспоримый
особенность",#ОСПООИМЫЙ О(Обё#ОС7Ь
1777,Мурашев,Мурашев
1778,39515,{
1779,"Мишук     ?
привязка пятая",МИШК 2 ПРИВЯВКА ПЯТАЯ
1780,"вовлекаться
отпрыск съестной
заупокойный   .",Е]яь Оть;Е: (Саюй Еуушойяй
1781,"между
Рынкевич",межоу РынкеВич
1782,"недодать бюрократизм
9273256259 триумвират
зачин невыдуманный
прозаично
регламент выслушать",п##ц4 ЫСВсЖРАТЕ #' 94325*259 #ИУМВИВ4Е Р#шИн НЕВЗЕМАНЙ ПРОЗАИЧНО РЕГЛАМЕНТ ВЫСЛУНИАТЫ
1783,ортодоксия,ОрГодоксий
1784,"отлеживаться
пенсильванский
отлогий
фреймовый
единомышленник",отлеживаться пенсильванский ОТЛОГИй фреймовый единомышленник
1785,атавизм,атавием
1786,егерь,егерь
1787,Шарапов,Шарапов
1788,Силюк(,Ёюк(
1789,"превращение разгонять зачать
шелохнуться министерство
обидеть field тявкать",прюоЕращенэ РОзПОНЯтЬ а!ь ШэЛхНутЬЯ МИСТерсть Фбилеть {*} Т.:ЗЪЬ
1790,взад,Фзад
1791,"всасывание бурно
сцеживать мастак
сбрасывать
подправить трояк
9324386687",всасыванше бурно сцехъвашь масшак сбрасываь тодправшшъ прояк 9324386687
1792,Капитонова,КАпитонОВА
1793,"инкубатор
алхимик
стихи:",инкубатор :укии ои
1794,"подвес   -
перевернуть
термитник",[у?3ес Цанасерну ш:'ишник шъ
1795,"9811018780
миндалевидный",9811018780 миндалевицюй
1796,Кулаев-,Кулаев-
1797,акмеист,Якмеист
1798,"склеп
40443!",ссклвп 404431
1799,"фураж
навек:",фураж нвек:
1800,пашня,ПаШНЯ
1801,"сколько
почему-то
пряный",СКОЛЬКо почему-то пряный
1802,"9527049639
Силкова
плодоножка",9527049639 Сшкова подоножкка
1803,"халатик
накинуть,",халати НаКИНУТЬ;
1804,"field
голый",{й@ф голый
1805,Брич,Брич
1806,варна:,варна:
1807,9575080352,9575080352
1808,"станс
Мазитов
62196",станс Мазитов 62196
1809,шитый,шигьй
1810,Михайличенко,Михайличенко
1811,"Гаврилин
Христос
румынский
Воронина!
напрямую",Гаврил.н Хрчсшос румынскцй Воронцна! напрямую
1812,платочек,ПЛАТОЧЕК
1813,"экстренно
Валерия",9ксшренно Валерая
1814,"Кукса Королюк
модернистский",Кукса Королюк модернистский
1815,"поваляться
остывать дотация
Кулькова",поваляться остывать дотация Кулькова
1816,"Киричук
томный
хромосомный
нерв    -",Киричук ТОМНЫИ хромосомный нерв
1817,"трущобный
императив",ТРУЩОБНЫЙ ИМПЕРАТИВ
1818,"урочный
жжение",урочый жжение
1819,"лающий
оголить
вердикт",лающиб 020л ч[ъ 6ердчкш
1820,эска,эска
1821,Мирук,МИируК
1822,62926,5.Ц_; 64020
1823,прачка Якутск,= <
1824,"завладеть
сквош",зВладеги п}пш СО.:
1825,Мальцева,МалЬцева
1826,"Гацук
руины",Гацук ручны
1827,уста,УСГА
1828,"пурпур
гоночный
Адамова
чиркать",пурпур ГОНОЧНЫЙ Адамова Чиркать
1829,смести.,1Це [с- Ш ем
1830,Оборина бравый,Оборшна брабый
1831,Буча!,>ем
1832,продолжатель,Продолжащей?
1833,"шпилька
Седов гегемон",ШИьки Себ0б 2Р2РМОН
1834,одесную,'57 (оссну
1835,"тапер 9139934170
Алиев причинение",тапер 9139934170 Алиев причинение
1836,Чагин,ИНЛ)
1837,курьез,хурьез
1838,"даже  :
ерошить-",даже @рошить
1839,"рэкет
52306",рЭкет 52306
1840,Минков,Минхо}
1841,воск,ВОСК
1842,поворотный Шипунов,поворотный Шипунов
1843,"кипа
венок",кча венок
1844,размыть?,Размъшъ?
1845,"23065:
комар",28065: комар
1846,инструктивный,ИНСТРУКТИВНЫЙ
1847,животина,Кивотиню
1848,побуждать(,добуждать(
1849,красоваться,красоваться т
1850,Дунаев,""" Дунаее"
1851,кровушка,а: ; ' Кровушкб
1852,"пьянство
29090 чалма",ПЬЯНСтВО 29090 ЧОЛМО
1853,"ротация
Тупица подле
корениться",ротация Тупица подле корениться
1854,"Кулев
скоп",Кулев скоп
1855,"техник недоучившийся
диапазон Сш n 8)",ТЬФЖ НЛо;ВХИся ДИРуОс ` Х31
1856,18670,18670
1857,"сигаретка гранат
нелояльность",(Иаретка  праЮ[ НеЛОЯЛЬЮОСТЬ
1858,9406359655;,9/06359655
1859,"flat
загорелый
гедонизм",ЕЦАТ ЗАГОРЕЛЫИ ГЕДОНИЗМ
1860,"свинарка
лосьон how
въезд специя",@ВЫн@рК( Л@СЬОН [о ВЪе30 @еця
1861,"9539713682
помазание
неотразимость",9539713682 памазание нептразимасть
1862,гнуться,{нутися
1863,давать!,Давашы!
1864,графин,ФЧШ
1865,оприходовать),оприходовать)
1866,"подтопление  ?
судия Серпухов,","подшомление ? судия Серпухов,"
1867,бомбочка,бомбочка
1868,"разгневать
sell
Линкевич",разпевать '@] Линевич
1869,"continent
упруго
Емец видеозапись
Пресняк стульчик",соппп угруго Емец вИдеозаПись Пресняк стульчи
1870,откуп,ошкул
1871,"пересиливать
спокон spend",пересиливать споков зрелф
1872,9865102106,9865102106
1873,"рысь
избиение
прошлый
сгущать",[ысъ избиение 'троиый сёуъиь
1874,Барташ,Барша]
1875,Евграфова,'@оош ; т3овя
1876,"root
мальва
вольт 56049 жрец",2 ГООЬ ААЧи мальва ш_~ыш ВОЛЬТ 56049 жрец
1877,"69534 )
Косач
нотный",69534 ) Косач #оный
1878,"проницаемый
герметик",дронищаемый герметик
1879,"71718
н-не
44913",71718 нне 449В3
1880,"лития
нехай!",лигия нехай
1881,"Ситников
долженствовать-",Ситников долженствовать 
1882,"катарсис!
известись
Маслякова
нате
Шлойда",кагарсис! ИВВеСТИСЬ МаСЛЯКОВа наге шеша
1883,Остриков,Остриков
1884,Сапронов,Сапронов
1885,"Мороз
9669871860
Конкин
Сергель!",Моров 9669871860 КОнкин Серге лы
1886,"подшипниковый
вовнутрь
письмецо",подшцпнчковый вовнутрь пчсЬмецо
1887,"доигрывать
весельчак
колхозница",)оц:рыващь весельчак колх ознчца
1888,сбыт,сбыт
1889,"поклевать
Белявская",ПОКЛЕВАТЬ БЕЛЯВСКАЯ
1890,Шемет,Шеме?
1891,"крыса-
fill",Крыав ГШШ]
1892,Душанбе,Дусанбе
1893,"оспина
блеснуть
отборный
поволока
отросток",оспина блеснуть отборный поволока отросток
1894,фырчать,ФЫРяАТЬ
1895,"лапша
Шакун
вятич
base",лапша Шакун ВЯТИЧ Ь:зе
1896,"линейно
Иванович
Нестеров
shell  ?",линэйо Узанович Нэстеров 8}ы] ?
1897,"баррикада изразец равноправный капеллан Жиляева
черноволосый бледно бытийный
направляющая правоверный вызволение
Жданович досточтимый 9215181441 Возняк веха 55861
переплетаться недокуренный            ?","{ЮЖи {13 [0ЮЮЯНы #ШОМН Жи/ МОрЮОЮСЙ 610}0 б8иной #ОЮрОМЯЮЩОЯ #ООО0О898й 6Э00Л689/ Ж'юобич Фбо""#мый 96518441 Возняк 640 55604/ (рИ(6@шЪ;ю   #обокуреный"
1898,"Гильфанова сашин
пелерина вражда институция
богадельня совать Охрименко!",ГлЬфаюва саи пэлерин вражда итиуцИя богаделый СОваТЬ Охрименко:
1899,"Панова
бодун",Панова бодун
1900,"Лямин
Букач",Лямин Букач
1901,"нападать
статут
Мазаник",навдагь Саут Мэзани
1902,"Шошина !
танковый
каяться",ШошЧНЧ ПЯНКОВЫЧ КОЯЮЬСЯ
1903,упразднять,Упраэднять
1904,разграбить,рааграбитъ
1905,мсье,мсье
1906,Мазец,мазец
1907,Белая,Белая
1908,слупить,слу пить
1909,ливневый,М1ВНеВЫ}
1910,"весомо .
Юрасова
кутерьма",весомо Юросова кутеръмо
1911,"Алай
кофий-",Алай кофий
1912,пляс,ПЛЯС
1913,подвой,1о9бой
1914,Гайко, Гашко
1915,"9378302929
пассионарный",837330929 ШаФБлоотЭшД
1916,"напихать
батальон
Ивашкин
мелькать
88639",напихать батальон Ивашкин мелькать 88639
1917,Панюкова?,ПОнЮкоеа?
1918,"руководить
Матяш люд военврач",руководч/ь Машяш ЛЮо военерач
1919,"воспылать
возомнить
первенство",ВОСПЫЛАТЬ ВОЗОМНИТЬ ПЕРВЕНСТВО
1920,"space,","5расе,"
1921,зулус,зулус 6
1922,трейдинг.,трейдинг
1923,"Омельченко
соцлагерь
соприкоснуться",Омельчено сОЦЛагерь СОПрИОСНуТЬся
1924,Седнев,
1925,Бушмакин,Бушмакин
1926,"Генрих
парабола",Генрчх парабола
1927,марш,МарШ
1928,Короленко бубна.,Королено бубна
1929,патио,патиб
1930,"Сивов
Булах:",СИВОВ Булах:|
1931,"Шарай,",Шарай
1932,"гейзер молниеносный
вычесть Микоян мушка
полоцкий пестро
кормушка штаны",гейзе молниеносный вычесть Микоян мушка ПОЛОцкий   пестро КОрмушка шаны
1933,постареть,8ячч } 7 254 <ос@₽етъ
1934,"твердый
Хрулев
Белько",швердый Хрулев Белько
1935,романтичный,нАнТИЧНЫЙ 2
1936,Нехайчик,{оайчих
1937,жабо;,Жабо;
1938,"Юдина
47611",Юдина 47611
1939,"Булай  :
водитель
кубатура",Булай водитель кубатура
1940,"коммуникативный Шумихин
Мазан кариатида
Климашевский дайвинг",ЮИИШ ШМщ МНКрЮ МШИ ДЫ
1941,"срубать напрасно раздел
голодный запамятовать  ,
переживание компонентный",СРБАТЬ НАПРАСНО РАЗДЕЛ ГОЛОДНЫЙ ЗАПАМЯТОВАТЬ ПЕРЕЖИВАНИЕ КОМПОНЕНГНЫЙ
1942,"спартанский
Федяев подойти
дальнодействие",яЕвахи Федяев #дОйи дальнодейчвие
1943,"Коско
нелепо)
выбрать
Битлз",Хосхо велепо) выбрать Битлз
1944,месье,несьо
1945,"секундочка
беспечный",секундочка беспечнй
1946,ремесло,Ремесло
1947,"продмаг
ущемлять пурген",продмаг ущемлять пурген
1948,"Баранов
Тимофеев",Баранов Тимофеев
1949,"Горбель
Пристром",5 Горбель Пршспром
1950,хана,хана
1951,"настрой
мораторий",настрой МОраТорий
1952,жюри,жюрш
1953,брат,брат
1954,"сайт
just;",со 'вуу 
1955,Юрчук,Шиму Юр к чу
1956,"услаждать
просквозить
9921024728",услаждать ПрОСКВОЗИТЬ 9921024728
1957,9983421034,"9983421034,"
1958,дробно,{робао
1959,"отечь.
27356
мерзко",9е 2356 Меко
1960,"изворотливый
вызволять
оконце
ультразвуковой",ШЗВОрОПЛЧВЫЙ ВЫЗВОЛЯПЬ ОКОНЦе ульпрозвуковой
1961,"смолоду
Коростик",аолодУ Коростик
1962,Кудрявцева,Кубряецева
1963,роман,Роман
1964,гнет,гнет
1965,чахотка,чахогка
1966,людно,люАн9
1967,"страсть путано
диковина",СТРАСТЬ ПХТАНО ДИКОВИНА
1968,прижиться,# прнкитьо
1969,вальдшнеп,дальдшнв?
1970,Ярцева,Ярцева 2и
1971,Слижевский созыв,Слижевский СОЗЫВ
1972,"Солодовникова
надзирательница","#ы""вя "
1973,"73817
киббуц(",73817 каббуц(
1974,пядь,пДЬ
1975,"проезжий
сослать .
ушлый",ПРОВЖИЙ СОСЛАТЬ УШЛЫЙ
1976,роскошь,роскошь
1977,затон,Затон
1978,Саша,Саша
1979,"обедня
ротный
30601",обебня рошный 30601
1980,Букас,Бу к((
1981,"crowd
радиус(","( сго""ф р""дчу"
1982,волок объемлющий,ВОЛОок объемлющий
1983,"кисея
галка",кИсея гаЛка
1984,"ларь
call",ларь са^!
1985,разрушаться,Разрушаться
1986,лошадь,лощаоь
1987,пертурбация,пертурбация
1988,Мальков,мальков
1989,тощий,тощий
1990,"86688
некстати
самострел",86688 нексшаш_ самоспрел
1991,легально пыхтеть оплодотворить,Лееально <ы<@/ь оодош@-ь
1992,"эполет
Смолич",эполет Смолич
1993,ругать,рутатъ
1994,Полюхович,Полюхович
1995,56973?,56973?
1996,щелка,ЩеЛка
1997,зверский!,(зверский!
1998,прародитель,2осо 0 Прародитемь
1999,"body -
скетч",скепч Ь ф!
2000,"Рыжков сласть
реквизит",Рыжков СЛАСТЬ РЕКВИЗИТ
2001,клянчить,КЛянчйь
2002,"медсанбат Микула
курсовой дренажный
брачный нежно-зеленый
20178 дотация",медсанбат Микула курсОвой дренажный брачный нежно-зеленый 20178 дотация
2003,Византия,6сдн
2004,boat,к6 [оаъ
2005,мило,МЫЛо
2006,74751,7475!
2007,"аналог,
приканчивать",аналог приканчивать
2008,Маслюк-,МаСЛЮКЕ
2009,хост,О^  ХОСт Е
2010,"новатор
Логинов
счетный
Бегунов",8 8 четнй 3
2011,ярый,ярыш
2012,срамной,""" _иной"
2013,рать,;
2014,"выводной,
родничок
9276665685
напороться
slow",вводюой рдюс 926665685 нпсровая $
2015,Авраам,ВРААМ
2016,"Сытик
чистый
рюмочка","Сыж ""мый рюмочжи"
2017,плести,Ауэи
2018,Дедов,Дедов
2019,"мыслимо
отлупить",МЫСЛимо отлупить
2020,ушиб?,УШИВ?
2021,"приземленный
Шаров поучать(",пршэемленны Шаров оучаш\
2022,Ярославцева,ЯрОсАивои
2023,"Тимофеев
16492
неслышно(
штурман",Тимофеев 16492 несДышно( птурман 5
2024,Степин,Стещин
2025,"припудрить
карлик
ратник
ширпотреб
одурь",пршпудршшь КОрЛЧК р(/нЧ ШЫрпошреб одурь
2026,"16264
Юрков",Д264 1
2027,паника?,ПАНИКА?
2028,"бронь
общее",Экчво [6_3е
2029,"масса
кода",М@С@@ ЮОДа
2030,72448,72448
2031,Горнак,Горнах
2032,дурнушка,@9рн9шко
2033,"Краевский
лицензия
возникать",КРАЕВСКИЙ ЛИЦЕНЗИЯ ВОЗНИКАТЬ
2034,щука,ШКА
2035,17215,17215
2036,павловский,па {овсхия
2037,"озерко
опричнина",озерко отр ичнин7
2038,нафаршировать,Неге Неге [аф}а+о ща&^ '7п1а нафарировать
2039,вибратор(,внбрятор
2040,рантье,"р""ншье"
2041,"Глаголев
приторочить
нецензурный(",Тлоголев приторочить непенаурны(
2042,переживание дебет,пережшванче дебеш
2043,"свежесть
спех
Муртазина",спех Му ртазина свежесть
2044,"выдавить ильмень:
Асташкевич
закачать",выдавить ильмень: Асташкевич закачать
2045,"Коноплич
Науменко
глюк",Коноплич Науменко ГЛЮК
2046,"71766
ржаветь
живьем
пропан",ржавегь живЬеМ ПрОПН
2047,55205,5520
2048,"неплательщик
ахиллесов
мегера",неилительмик их имлесоб мееер0
2049,бычок,бычо
2050,9012289727?,90122897272'
2051,"забытье
житийный",забыгье жигийй
2052,Конин;,"КоНИ"""
2053,Врангель,""" @ -= Врав"
2054,издатель,[@ашель
2055,горушка(,ГОРУШХА(
2056,фельдшерский,Фелъдтвпцй
