index,answer,prediction
1559,"пугаться
Михаленко Савощик.",пугаться Михаленко Савощик.
1560,перезвонить,ПЕРЕЗВОНИТЬ
1561,удел,удел 242
1562,Расюк, PA CHOK
1563,"добрать
десятка",добрать десятка
1564,"божок бонна
увеличивать",божок 6oHHa величивать P 
1565,повести,повести 
1566,Санька,CFDT Санька ler 
1567,"Сухарев
Ходырев
бром",Cyxareв Ходырев 6pом
1568,мелисса,мелисса  MARVEL
1569,"генетика
микрон",MAVAL ренетика МиКРОН 
1570,"мулатка
Андрусевич",мулатка АндpyсeBиy
1571,Шейкина, Шейкина
1572,подписаться фургончик:,подтисаться фургончик: 0
1573,"настоящий
Греция", 26  настоящий Греция
1574,черкать,
1575,сволота,
1576,9982671074,9982671074   g Be
1577,"шпон поаплодировать оконный)
очиститель 67676",шпон поаплодировать оконный) очиститель 67676
1578,кавказец,кавказец
1579,проехать,
1580,тире,тире
1581,Хулуп,Хулуп
1582,рябина,рябина  
1583,Сухих?,CXXWX?
1584,"робот
9201266653",робот 9201266653
1585,постричь,постричь
1586,"изрекать
мэтр Хлебус!
слышно",6 изрекать мэтр Хлебус! R СЛЫШНО
1587,"транс
63517",транс 635 17 
1588,"ствол
Саха )",CTBOЛ Caxa
1589,"Хайкин
ротик
Бузо", Хайкин ротик Бузо
1590,гарвардский,
1591,"Никанович
недобросовестный:", G Никанович недобросовестный:
1592,"60689
shout",  VAV 60689 shout
1593,Рыбачук,8 
1594,"любезный
отыскаться
внизу
пригладить",ЛЮБЕЗНЫЙ ОТЫСКАТЬСЯ BHИ3Y ПРИГЛАДИТЬ 
1595,"воспылать
обмывать",воспылать обмывать
1596,Сурба,Cyp6a 
1597,Усачев,Усачев 8 L FRUT COU
1598,валун бровка 9152305862,валун бровка 9152305862
1599,ловля,ЛОВЛЯ
1600,"снос
производящий",ДИЗВОД 24
1601,"переводной рафик
трость Ярмольчик
взрываться Мамай",переводной рафик трость Ярмольчик взрываться Мамай
1602,"названивать
прогревание
тарзанка
встречно",названивать прогревание тарзанка встречно
1603,"тулья
виза-",ТYΛbЯ БУ3а-
1604,Лобанов,
1605,динго,$Ф000 W  V2
1606,трибунал,
1607,элитарный,тарный
1608,"Домнина
хворь
бездна",Домнина H ХВОРЬ бездна
1609,Дорохов., Дорохов.
1610,"Торонто
жупел !",Торонто  жypeл
1611,"петит
эпитоп",nemum энитоп 
1612,Рубцов,6yoe Py
1613,"довольно
Балтика(
взыграть-
морок!",довольно Балтика( взыграть- морок!
1614,event,Cyedo Patonum event
1615,обвалить,обвалить
1616,"старость
склочник
тарабарщина
брюсовский (",старость СКЛОЧНИК тарабарщина брюсовский(
1617,"Молоков
шашни",. Мо1оков uaun
1618,гаркнуть святыня,гаркнуть СВЯТЫНЯ MAAN C0
1619,затечь,затечь
1620,Сергей химизация!,Сергей химизация!
1621,"коридор
Марлен хибара",коридор Мaрлeн хибара
1622,поло,nono
1623,"земледелец
ворошить",земледелец ворошить 
1624,щучий,шучий
1625,ухмылочка,Area Noid Est AllaCarte Area Centra Zunica:88e Cmmc 2002616 VS che parte dal 36 ухмылочка
1626,"Барауля
вязаный(", Барауля вязаный(
1627,12195,2 f4 12195 
1628,ринг,PУНГ 
1629,"Губич
Буркин",Фy6uч Burkin
1630,може, може
1631,"слог
ваза",слог ваза
1632,жилище,unuue
1633,эмаль:,ЭМалЬ:
1634,"Мурашева
заваруха
смотрение?",МypaшeBa заваруха смотрение? []  I 1. 2 e iS 9 2 e 0 E V
1635,дизъюнкция,ИЗЬОНКЦИЯ A
1636,пырей,
1637,"пронзать
диктант",пронзать диктант
1638,"финансово
исихазм)",финансово исихазм) 
1639,"жизня
Борзов
46052
очаг :",ЖИЗНЯ Борзов 46052 очаг K *X* ** X * 1X*  *X* × 4 4
1640,"деятельно кадр
полгорода lost",деятельно кадр полгорода lost
1641,"пуск плато
Шаврина
Ларкина",nyck нлато Шаврина Ларкина 
1642,"9786378754
Рынкевич задолго",U T  задол 9786378754 
1643,"вьюн :
96048", BbIOH 96048
1644,Кулиш,Кулиш
1645,"28365
топка",28365 топка 
1646,"разувериться
инструментальный", РАЗУВЕРИТЬСЯ ИHСТРYМЕНTАЛЬНЫЙ
1647,Носко,Hbeko 
1648,"инкогнито Куликовских
очуметь бордюр",Куликовских ИНКОГНИТО боpдюp очуметь T
1649,Бакин,Бакин T
1650,мглистый,G МГЛИСТЫЙ
1651,снятие.,снятие
1652,"кулон
Синявская",кулон Синявская
1653,"Шкутко
скаут",Шкутко ckaym 
1654,"киностудия
дурашливый(", киностудия дурашливый(
1655,Лагута,Лагута
1656,развести(, развесты(
1657,"Хорватия тахта
струйка 9276277411
польстить",Хорватия maxma струйка 9276277411 nоsbсmumb
1658,"чернить
product",чернить product
1659,"соха
Ченцов
хрен",coxa Ченцов хрен
1660,"отвисать аннигиляция!
Пехтерева затухающий",отвисать аннигиляция! Пехтерева затухающий
1661,"чешуя
Сухой
имхо", чешуя Сухой UMXO
1662,промывной,промывной
1663,"нажать
прямо.",нажать прямо.
1664,"Телюк
ряшка
нырок!",Телюк ряшка HbIpOK
1665,34081.,34081 = I = II = II II 1
1666,"Пицко
глушь",2 14 Нуцко глушь
1667,лентяй, лентяй
1668,сель,сель 
1669,кашпо,кашпо 
1670,"Рябуха
part
Грушин
перерыв",Рябуха part Фпyшин нерерыв 
1671,"ачинский
черноземье
Сулимова -",ачинский черноземье Сулимова
1672,убиваться,4 УВИВАТЬСЯ K  ω
1673,"Лидочка гамма
невероятный эпсилон",Лидочка гамма невероятный ЭПСИЛОН
1674,"задний
атавизм!",задний атавизм! 110 
1675,"гарантирование глушитель
ненасильственный Гуков",гарантирование глушитель ненасильственный Фуков г
1676,"гримерная
раненый",гримерная раненый
1677,Худенко,XyдeHko
1678,"чересчур
Каменев
КНДР",чересчур Каменев КHДP A1
1679,нежданный,
1680,"парторганизация
Капля
39485 благоверный",парторганизация Капля 39485 благоверный
1681,"матово
кинозал",MaTOBO кинозал
1682,farm,farm GLr 
1683,руна,pyna
1684,укус,YKYC  
1685,"автомобилестроение ночлег
постмодернизм провод",автомобилестроение ночлег постмодернизмпровод
1686,"заработок 9314966008:
мелкозернистый
выпукло успеть Дунаев пешечный", заработок 9314966008: мелкозернистый выпукло успеть Дuнаев пешечный
1687,нанять,НАНЯТЬ 
1688,"комиссар раковый
желто-зеленый
98395;
Тарасов сосна(",комиссар рраковый желто-зеленый 98395; Тарасов сосна(
1689,"ашрам
Суглоб
анналы",ашрам Суглоб аHналы 
1690,Рогович,Рогович
1691,крематорий,крематорий
1692,"Коблов
убить
Ремез;", Ковлов YБИТЬ PEME3;
1693,"прикидываться Жлобич
Бутко Сысоева откатиться.",прикидываться Жлобич Бутко Сысоева откатиться.
1694,Гертруда,peJo
1695,"бандюк
обиход Осипов;",бандюк обиход Оcипов; 
1696,"малышок
Саврас
67179!",МАльШОК CaBpac 67179!
1697,"бедро
ухват
Форд", бедро ухват Форд
1698,"гроза
past", ФПОЗА PAST 
1699,почтить:,
1700,жупел,xyneл
1701,"чуждый
стадо",чуждый cтадо 
1702,ботфорт,0 ботфорт  7
1703,парагвайский,
1704,Лесков,JeckoB  
1705,Воронина,BОPОНИНА
1706,"Мартьянова
Залесская",Мартьянова Залесская
1707,срастить,
1708,75096,75096
1709,отчаянье,отчаянье
1710,"заворот
комфортно стронций;
сойтись Золина
голландец",заворот комфортно стронций; 3оnна СОЙТИСЬ ролландец
1711,версия, Bepcия
1712,охранка,охранка
1713,корабел,* КОРАБЕЛ
1714,идейный,  
1715,вражда,RK D
1716,"55205
мундир
Шекспир
ранить", 55205 мундир Шекспир ранить
1717,полчище,полчище 411
1718,"обкатка
Перелыгин
взбрести",T обкатка Перельгин взбрести
1719,одаренность,одаренность
1720,сейчас,сейчас
1721,"Леонтьев
проигрываться",Леонтьев проигрываться 
1722,"пята
отрабатываться загорать",пята отрабатываться загорать 
1723,"18542
10518
Тукай,","18542 10518 Тукай,"
1724,затишье,3aT шье H
1725,мошкара,мошкара 
1726,"изгадить .
9276665685!",изгадить 9276665685!
1727,"Головина
фигня", Фоновина фигня
1728,Солодухин,Солодухин
1729,веерный,верный 
1730,"задавить
Асадчий",задавить  Асадчий
1731,куча,куча
1732,"жеребец
ограничительный изолят
складчатый",xеpeбec ограничительный складчатый ИЗОЛЯТ
1733,ротонда,ротонда 
1734,"высидеть
Тарашкевич
Смолик",высидеть Тарашкевич Смолик
1735,"Барселона Челябинск
инфракрасный корейский;
молчаливый лубок
toward Ефременко
гнусность       .",Барселона Челябинск инфракрасный корейский; молчаливый лубок toward Ефременко гнусность
1736,Покровский,Покровский A 4  Ck Weae
1737,"разрывной
щедрый
юноша",разрывной щедрый юноша V
1738,"почтить Бронникова
Поплавская завопить",Бронникова ночтить Поплавская завопить
1739,"Шойгу
Иудея",Шойгу Иудея
1740,исламист?, исламист?
1741,молчок,  МОЛЧОК
1742,Паршиков косая,ПАРШИКОВКОСАЯ
1743,sand,SAND
1744,"урвать
протянуть
ввод
совок  ,
никогда",рвать тянуть  coe
1745,"послание
Марин",послание Mapin 
1746,"пародист,",пародист
1747,лимон,ЛИМОН
1748,властелин,ВНАСТЕЛИH   
1749,пружинный,пружинный   
1750,"Боева
свод",Боева CBОД
1751,неисчерпаемый,
1752,"канал
оправить:
нервозный
Франция
ожесточенный",канал оправить: нервозный Франция ожесточенный
1753,наотрез:,
1754,"Совбез?
Монахов
Ромейко", Совбез? МОНГХ ОB Ромейко
1755,притоп,* притоп
1756,набухнуть what,побухиуь 
1757,кафель,кафель 
1758,"заданный Светлов
потушить тыловой",заданный ветлов потушить ТЫЛОВОЙ 
1759,"слетать Шкель
Троцюк
особа",Шкель слетать Троцок особа W3O13
1760,выпрямить,выпрямить  wEari -- C
1761,"Сергеев -
журавль
Бондарчук",Сергеев xypавль Бондарчук
1762,"Погодина
Шайдуллина
Гагарин",Погодина Шайдуллина Гагарин
1763,Иден,ИДЕН
1764,оптовый,оптовый
1765,"абсцисса бортик закипать
обвинение возрадоваться
эластичность лысый лань
переспорить палеолит",abсcиссa бортик закипать обвинение возрадоваться ЛЫСЫЙ эластичность лань perespority налеолит
1766,Девяткин,Девяткин 
1767,вкруговую Гнездилов Миненкова,вкруговую Гнездилов Миненкова 
1768,уточнить,ТЬ YTO 
1769,decide,H decide
1770,крохотный,крохо ТHbY
1771,"эпидермис Гринева
градостроительный
фон Петрачков
медь",Гринева 3пидермис градостроительный ФОH Петрачков медь
1772,Гринько,Тринько
1773,слюда,слюда
1774,"эротичный
полотно мучнистый
соответствие Малков
перевыполнить кубик",эротичный ПОЛОТНО МУЧнИсТЫй соответствие Mалков перевыполнить кубик 
1775,"участь Иден
ясновидец
несвободный:",Иден участь ясновидец несвободный:
1776,"неоспоримый
особенность",неоспоримый особенность 
1777,Мурашев,Mypaшeв
1778,39515,39515
1779,"Мишук     ?
привязка пятая",Мишк 2 ПРИВЯЗКА ПЯТАЯ
1780,"вовлекаться
отпрыск съестной
заупокойный   .",вовлекаться отпрыск съестной заупокойный 
1781,"между
Рынкевич",между Pynkeвич
1782,"недодать бюрократизм
9273256259 триумвират
зачин невыдуманный
прозаично
регламент выслушать",": 241212 34E  1 2803 V312 Iт 1381 JE4B 3 -101 41045659 435 TACLR 15 104  13 PUPAMULRCE 53 S5 120  1331 41310 C13 10 131  1 NES 13 31 37EC.12 х 2062892 135 2113 41 4-101  НЕДОДАТЬ БЮРОКРАТИЗМ 11 2331 B7C0L4184 E : 1L 06321125 2381 42 425 12 021 2111 ECE J 221  121 0621213 2151 E'LIER :3 - 12 121 41316 - 0 062318 CS8 EHPOL - 8 122 83ACD ' 818 0 06283988 CSS 011E X -23 8 12 9273256259-ТРИУМВИРАТ CAS -36C11 -23 B 2113 C 3 : 042913935 CSI 25C1S Cs . : 8 023 C331 E , 3ES CS31 830 : E3 :C , F*2E*30 CS1A 1F F FE 22 133 4113 16476.1 CS31 :1 16 43 3 ЗАЧИН НЕВЫДУМАННЫЙ E3.C4 C3S 36130 :1 13 DA : P31R 370-31P98 38C1:01C097 ПРОЗАИЧНО РЕГЛАМЕНТ ВЫСЛУШАТЬ"
1783,ортодоксия,ортодоксия
1784,"отлеживаться
пенсильванский
отлогий
фреймовый
единомышленник",отлеживаться пенсильванский отлогий фреймовый единомышленник
1785,атавизм,атавизм   8
1786,егерь, егерь
1787,Шарапов,Шарапов >
1788,Силюк(,Силюк(
1789,"превращение разгонять зачать
шелохнуться министерство
обидеть field тявкать",превращение разгонять зачать шелохнуться министерство обидеть field тявКать 
1790,взад,взад 
1791,"всасывание бурно
сцеживать мастак
сбрасывать
подправить трояк
9324386687",бурно всасывание сцеживать мастак сбрасывать подправить трояк 9324386687  
1792,Капитонова, КАПИТонОВА
1793,"инкубатор
алхимик
стихи:",инкубатор алхимик СТИХИ:
1794,"подвес   -
перевернуть
термитник",нодвес перевернуть термитник
1795,"9811018780
миндалевидный",9811018780 миндалевидный  
1796,Кулаев-, Кулаев-
1797,акмеист,акмеист
1798,"склеп
40443!",СКЛЕП 404431
1799,"фураж
навек:",фypaж HаBeк:
1800,пашня,нашня
1801,"сколько
почему-то
пряный",сКОЛЬКО почему-то  пряный
1802,"9527049639
Силкова
плодоножка",9527049639 Силкова плодоножка
1803,"халатик
накинуть,","халатик накинуть,"
1804,"field
голый",field ролый 
1805,Брич,14 
1806,варна:,BapHa:
1807,9575080352,9575080352
1808,"станс
Мазитов
62196",стaHс Мазитов 62196 
1809,шитый,ШИТЫЙ
1810,Михайличенко,Михайличенко
1811,"Гаврилин
Христос
румынский
Воронина!
напрямую", Гаврилин Христос румынский BopoHиHa! напрямую
1812,платочек,ПЛАТОЧЕК
1813,"экстренно
Валерия",экстренно Валерия
1814,"Кукса Королюк
модернистский",Кукса Королюк модернистский
1815,"поваляться
остывать дотация
Кулькова",поваляться остывать дотация Кулькова
1816,"Киричук
томный
хромосомный
нерв    -",Киричук томныЙ хромосомный HepB
1817,"трущобный
императив",ТРУЩОБНЫЙ ИМПЕРАТИВ 
1818,"урочный
жжение",урочный жжение
1819,"лающий
оголить
вердикт",лающий оголить вердикт
1820,эска,эска
1821,Мирук,МИРУК  
1822,62926,62926 SELECT
1823,прачка Якутск,
1824,"завладеть
сквош",завладеть ckBош CODE
1825,Мальцева,Мальцева
1826,"Гацук
руины", Фацук pyны
1827,уста,YCTA
1828,"пурпур
гоночный
Адамова
чиркать",nurnur рОнОчный Адамова чиркать
1829,смести.,SEATTLE MLC  ECI
1830,Оборина бравый,Оборина 6pавый
1831,Буча!,буча! 
1832,продолжатель,продолж катель 
1833,"шпилька
Седов гегемон",шнилька Седов гегемон
1834,одесную,GOL 5
1835,"тапер 9139934170
Алиев причинение",тапер 9139934170 Алиев причинение
1836,Чагин,062  
1837,курьез,KY рьез
1838,"даже  :
ерошить-",даже ерошить- 2 2 10
1839,"рэкет
52306",рэкет 52306 
1840,Минков,МИНКОВ  
1841,воск, BOCK
1842,поворотный Шипунов, Шипунов поворотный
1843,"кипа
венок",kuna BeHOK
1844,размыть?,размыть?
1845,"23065:
комар",23065: комар
1846,инструктивный,ИНСТРУКТИВНЫЙ
1847,животина,
1848,побуждать(,
1849,красоваться,красоваться
1850,Дунаев,Dynaev 
1851,кровушка,GIVENCHY кровушка
1852,"пьянство
29090 чалма",ПЬЯНСТВО 29090 чалма
1853,"ротация
Тупица подле
корениться",ротация Тупица подле корениться
1854,"Кулев
скоп",Kуlev CKOП
1855,"техник недоучившийся
диапазон Сш n 8)",ТЕХНИК НЕДОУЧИВШИЙСЯ ДИАПАЗОН СШ № 8)
1856,18670, 18670
1857,"сигаретка гранат
нелояльность",сигаретка рпанат нелояльность
1858,9406359655;,
1859,"flat
загорелый
гедонизм",FLAT ЗАГОРЕЛЫЙ ГЕДОНИЗМ 
1860,"свинарка
лосьон how
въезд специя", свинарка лосьон how въезд специя
1861,"9539713682
помазание
неотразимость",9539713682 помазание неотразимость 
1862,гнуться,ГHУТьСЯ
1863,давать!, давать!
1864,графин,рфа HaR
1865,оприходовать),оприходовать)
1866,"подтопление  ?
судия Серпухов,","подтопление ? cудия Серпухов, 2WO"
1867,бомбочка, бомбочка
1868,"разгневать
sell
Линкевич",разгневать sell Linkeвич  
1869,"continent
упруго
Емец видеозапись
Пресняк стульчик",continent упруго Емец видеозапись Пресняк стульчик
1870,откуп,
1871,"пересиливать
спокон spend",peresilivaty spend CIOKOH
1872,9865102106, 9865102106
1873,"рысь
избиение
прошлый
сгущать",PblCb избиение прошлый c2yu щать
1874,Барташ,Барташ  
1875,Евграфова,Reroom
1876,"root
мальва
вольт 56049 жрец",F Latano root Tr. 0541.415400 TEL.0541 мальва ВОЛЬТ 56049 жрец
1877,"69534 )
Косач
нотный",69534 / Косач HOTHbIЙ 
1878,"проницаемый
герметик",проницаемый герметик
1879,"71718
н-не
44913",71718 HHe 44913
1880,"лития
нехай!",ЛИТИЯ нехай!
1881,"Ситников
долженствовать-",Ситников долженствовать- 
1882,"катарсис!
известись
Маслякова
нате
Шлойда",8 катарсис! известись Маслякова HaTe Шлойда
1883,Остриков, остриков
1884,Сапронов, Сапронов
1885,"Мороз
9669871860
Конкин
Сергель!",Моpо3 9669871860 КоHKИн Сергелы
1886,"подшипниковый
вовнутрь
письмецо",  подшипниковый  вовнутрь письмецо
1887,"доигрывать
весельчак
колхозница",доигрывать veselьчak колхозница
1888,сбыт,сбыт
1889,"поклевать
Белявская",ПОКЛЕВАТЬ БЕЛЯВСКАЯ 
1890,Шемет,Шемет
1891,"крыса-
fill",крыса- Fill
1892,Душанбе,Дуaнбe
1893,"оспина
блеснуть
отборный
поволока
отросток", оcпинa блеснуть отборный новолока отросток
1894,фырчать, ФЫРЧАТЬ
1895,"лапша
Шакун
вятич
base",лапша Шакун ВЯТИЧ base Bilik
1896,"линейно
Иванович
Нестеров
shell  ?",линейно Иванович HecтepoB shell ?
1897,"баррикада изразец равноправный капеллан Жиляева
черноволосый бледно бытийный
направляющая правоверный вызволение
Жданович досточтимый 9215181441 Возняк веха 55861
переплетаться недокуренный            ?",баррикада изразец равноправный капеллан Жилен черноволосый бледно бытийный направляющая правоверный вызволение Жданович досточтимый 9215181441 Возняк веха 5587 переплетаться недокуренный
1898,"Гильфанова сашин
пелерина вражда институция
богадельня совать Охрименко!",Гильфанова сашин нелерина вpажда ИHCТИТУЦИя богадельня Охриmенkо! совать JAHA
1899,"Панова
бодун",Панова бодун 
1900,"Лямин
Букач",Лямин Букач 
1901,"нападать
статут
Мазаник",нападать статут Ма3аник  
1902,"Шошина !
танковый
каяться",Шошина танковый каяться 
1903,упразднять,упразднять
1904,разграбить,X
1905,мсье,мсье
1906,Мазец,Мазец 
1907,Белая,Белая
1908,слупить,слупить
1909,ливневый,ливневый
1910,"весомо .
Юрасова
кутерьма",весомо Юрасова кутерьма
1911,"Алай
кофий-", Алай кофий-
1912,пляс,ПЛЯС
1913,подвой,nодвой
1914,Гайко,000000□0000000□0 Гайко 
1915,"9378302929
пассионарный",9378302929 пассионарный 8
1916,"напихать
батальон
Ивашкин
мелькать
88639", напихать батальон Ивашкин мелькать 88639
1917,Панюкова?,Панюкова?
1918,"руководить
Матяш люд военврач",руководить Матяш люд военврач
1919,"воспылать
возомнить
первенство", ВОСПЫЛАТЬ ВОЗОМНИТЬ ПЕРВЕНСТВО
1920,"space,","space,"
1921,зулус,0    .. . 17
1922,трейдинг.,трейдинг
1923,"Омельченко
соцлагерь
соприкоснуться",Омельченко соцлагерь соприкоснуться  
1924,Седнев,
1925,Бушмакин, Бушмакин
1926,"Генрих
парабола",Генрих парабола V7 
1927,марш,марш
1928,Короленко бубна.,Короленко бу6нa.
1929,патио, нати6
1930,"Сивов
Булах:",Сивов Былах:
1931,"Шарай,"," Шарай,"
1932,"гейзер молниеносный
вычесть Микоян мушка
полоцкий пестро
кормушка штаны",рейзер молниеносный Микоян вычесть мушка полоцкий нестро кормушка штаны
1933,постареть,Brutiful roads tripie Jan o Fub t Ma 
1934,"твердый
Хрулев
Белько",твердый Хрулев Белько 
1935,романтичный,  РОМАНТИЧНЫЙ
1936,Нехайчик,Heхайчиk
1937,жабо;,"6  xладбиu ※ xe W 0 Sae 522 1 C7 Дере 15210 4S : %  E 105264 3 :  4 R - C  e . 4 1 ' 3 1u H ""  2 : : 41 12 + A7 1 8 s  HX * 3 42 F - 48192 4 1 tini - Ca  12 10 224   4 581 2 3 X 2  rod - 2 . a 422 17P 8 i  0 : da   &  28 . 123 A 22 8 2 A ne iCK09  6 . M   4 8t .  9 : 1 C   2 . 2      "" 1 "" 1O0 8 4 32 132 2 720 a w a6oi"
1938,"Юдина
47611",Юдина 47611
1939,"Булай  :
водитель
кубатура",Булай водитель кубатура
1940,"коммуникативный Шумихин
Мазан кариатида
Климашевский дайвинг",Шумихин коммуникативный MazaH кариатида Климашевский дайвинг
1941,"срубать напрасно раздел
голодный запамятовать  ,
переживание компонентный",СРУБАТЬ НАПРАСНО РАЗДЕЛ ролодный ЗАПАМЯТОВАТЬ КОМПОНЕНТНЫЙ ПЕРЕЖИВАНИЕ
1942,"спартанский
Федяев подойти
дальнодействие",спартанскии Федяев ПОДОЙТИ дальнодействие
1943,"Коско
нелепо)
выбрать
Битлз",Koсko нелепо) выбрать Битлз
1944,месье,месье
1945,"секундочка
беспечный",секундочка беспечный
1946,ремесло,peme CЛО 
1947,"продмаг
ущемлять пурген",    1 ttt 0  продмаг ущемлять purgen
1948,"Баранов
Тимофеев",Баранов Тимофеев SUU
1949,"Горбель
Пристром",  Форбель Пристром
1950,хана,0 xana
1951,"настрой
мораторий",настрой мораторий
1952,жюри, жюри
1953,брат,6paT 
1954,"сайт
just;",30509
1955,Юрчук,funkybowl Юрчук
1956,"услаждать
просквозить
9921024728",услаждать просквозить 9921024728
1957,9983421034,
1958,дробно,дробво
1959,"отечь.
27356
мерзко",1 отечь. 27356 мер3ко
1960,"изворотливый
вызволять
оконце
ультразвуковой",изворотливый ВЫЗВОЛЯТЬ оконце ультразвуковой 
1961,"смолоду
Коростик",смолоду Коростик
1962,Кудрявцева,Кудрявцева .
1963,роман,pomaH
1964,гнет,B ГHeT
1965,чахотка,W чахотка  
1966,людно,ЛЮДНО
1967,"страсть путано
диковина",СТРАСТЬ ПYТАНО ДИКОВИНА FLORA
1968,прижиться,SEN  
1969,вальдшнеп, 
1970,Ярцева,* Ярцева  *  * *
1971,Слижевский созыв,Слижевский созыв
1972,"Солодовникова
надзирательница",ОЛОДОвнИКОВ дзирательниц
1973,"73817
киббуц(",73817 киб6уц(
1974,пядь,ПЯДЬ
1975,"проезжий
сослать .
ушлый",ПРОЕЗЖИЙ СОСЛАТЬ . ШЛЫЙ 
1976,роскошь,роскошь
1977,затон,затон
1978,Саша,Саша
1979,"обедня
ротный
30601",обедня ротный 30601
1980,Букас,Бyкac CRD
1981,"crowd
радиус(",crowd paduy
1982,волок объемлющий,волок объемлющий
1983,"кисея
галка",кисея ралка
1984,"ларь
call",нарь call
1985,разрушаться,
1986,лошадь,ношадь  
1987,пертурбация,пертурбация
1988,Мальков,Мальков B
1989,тощий,K  тощий 
1990,"86688
некстати
самострел",86688 некстати самострел
1991,легально пыхтеть оплодотворить, 2 легально пыхтеть оплодотворить
1992,"эполет
Смолич",эполет Смолич
1993,ругать,ругать    H
1994,Полюхович,
1995,56973?, 56973?
1996,щелка, щелка 
1997,зверский!,7  A   3Bepcкий!
1998,прародитель,Do Co Mo прарод тель
1999,"body -
скетч",body скетч
2000,"Рыжков сласть
реквизит",РЫЖКОВ СЛАСТЬ РЕKВИЗИТ    Miun W 
2001,клянчить, 0  КЛЯНЧИТЬ
2002,"медсанбат Микула
курсовой дренажный
брачный нежно-зеленый
20178 дотация",медсанбат Микула курсовой дренажный 6pачный нежно-зеленый  20178 дотация
2003,Византия,  1447
2004,boat,  a boat
2005,мило, МУЛО
2006,74751,74751 9233
2007,"аналог,
приканчивать","аналог, приканчивать"
2008,Маслюк-,Маслюк-  
2009,хост,DECOR e XOCT
2010,"новатор
Логинов
счетный
Бегунов",оватор Логинов четный Бегунов 
2011,ярый,ярый
2012,срамной,cpамной
2013,рать,рать
2014,"выводной,
родничок
9276665685
напороться
slow",ВЫВОДНОЙ роднинок 9276665685 напороться sow
2015,Авраам,  ABPAAM
2016,"Сытик
чистый
рюмочка",Сытик чистый рюшочка
2017,плести,нлести
2018,Дедов,Дедов
2019,"мыслимо
отлупить",МЫСЛИМО отлупить
2020,ушиб?,УШИБ? 
2021,"приземленный
Шаров поучать(",приземленный Шаров ноучать( HC codte San e Fonde Motno inmaconul Levt sdee t .oa  deeit oconoy Doe tn  ta edn po Impor oe ts inngracn samanana he el prime  de ndn socal tae gvte dhote e peime gotiemo  o Cenet de Uo Butmercaa de Naiene ONASU
2022,Ярославцева,Ярославцева 
2023,"Тимофеев
16492
неслышно(
штурман",Тимофеев 16492 неслышно( штурман  W
2024,Степин,Степин
2025,"припудрить
карлик
ратник
ширпотреб
одурь",припудрить карлик pатник ширпотреб одурь
2026,"16264
Юрков",16264 
2027,паника?, ПАНИКА?
2028,"бронь
общее",6pоHь общее    
2029,"масса
кода",Macca кода
2030,72448,72448 PRES
2031,Горнак,Фопнак 
2032,дурнушка,шка дypHy
2033,"Краевский
лицензия
возникать",КраевскИй ЛИЦЕНЗИЯ ВОЗНИКАТЬ
2034,щука,ЛYКА 
2035,17215,17215
2036,павловский,СВСкИй навк
2037,"озерко
опричнина",озерко опричнина
2038,нафаршировать, ywa Here Here láthato makk
2039,вибратор(,
2040,рантье,4 рантье
2041,"Глаголев
приторочить
нецензурный(",Глаголев приторочить нецензурный(
2042,переживание дебет,   переживание дебет
2043,"свежесть
спех
Муртазина",sвежесть спех Mypтa3uHa
2044,"выдавить ильмень:
Асташкевич
закачать",выдавить ильмень: Асташкевич закачать
2045,"Коноплич
Науменко
глюк",Коноплич HayмeHko ГЛЮК
2046,"71766
ржаветь
живьем
пропан",ржаветь *увьем пропан
2047,55205,55205 
2048,"неплательщик
ахиллесов
мегера",неплательщик ахиллесов мeгera
2049,бычок,бычок  
2050,9012289727?,9012289727?
2051,"забытье
житийный",забытье *итийный 
2052,Конин;,Конин;
2053,Врангель,BpaH
2054,издатель,издатель
2055,горушка(,ФОПУШКА(  
2056,фельдшерский,  фельдперский
2057,сокурсник,COKYPCHuK    (0) 2
2058,подозрительность,
2059,отросток,
2060,ответ,отвеT
2061,"удобство
подтаять
иллюзион",удобство подтаять ИЛЛЮЗИОН
2062,плита-, ПЛИТА-
2063,киноаппарат Шамин?,Шамин? киноаппарат 9
2064,26724, 26724
2065,anger,anger
2066,"подсобить
переключить",подсобить переключить
2067,абрек,6pek STUDIO BLEU
2068,внесение,внесение
2069,problem,problem
2070,отпетый, T ОТПЕТЫЙ
2071,"переселить коврижка ,
Станишевская пилорама",пereсelить панишевская коврижка пилорама
2072,преобразовать,KIC 
2073,"сменный обхитрить
вотчина Войтулевич вона
пресечь дунуть",сменный обхитрить вотчина Войтулевич вона пресечь дунуть
2074,"челочка
велено",челочка велено  0  Ⅲm 
2075,Стройтрест,Стройтрест
2076,"Ильин
Северинец",  Ильин Северинец
2077,"эксклюзив бомж
песцовый
Лепеша Евстифеев",ЭКСКЛЮЗИВ БОМЖ ПЕСЦОВЫЙ ЛЕПЕША Евстифеев
2078,"звонница
31251",!
