index,answer,prediction,correct
572,ПОКА У ТЕБЯ ЕСТЬ ПОПЫТКА ТЫ НЕ ПРОИГРАЛ,ШОКА УТЕБЯ ЕСТЬ ПОПЫТНА ТЫ НЕ ПРОИГРАЛ шпапнтп 91'00п,False
573,КАЖДУЮ СЕКУНД ТЕПЛЕЙ ОТ ТЕБЯ,'СЕКУНДУ ТЕПЛЕЙ ОТТЕБЯ КАЖДУЮ,False
574,трупы ложить в морг только с направлением участкового полицейского кроме больничных,"ГРУПЫ #ПЫВЕШ В ЛОсЕ:То/0 ЧАСТКОВОГО ЛМЩЕЙСКЭЮО КРОМЕ БОАЫНИЧНЫХ """,False
575,"БАХИЛЫ, УТРАТИВШИЕ СИЛУ",силу #Ахилы; ткАтИВшИЕ,False
576,СЫР ГОРНЫЙ ПАРАФИН,[ЫР ГЕРНМ [ЯРЧЮ {67 Ев ЯШ2;,False
577,ПРОДАЕТСЯ,[РОДЛЕПСЯ,False
578,Welcome,Ъе( _оме,False
579,ЦI ТВАЯ  МАШЫНА КАРОВА ?,Ц тВня МАШЬНА КАРО:4 7,False
580,Маленькие радости яйца,Маленькие рааостн,False
581,CO-WORKING NEXT EXIT,с0-.О8<-~@ ЕХ]Т ~ЕХТ,False
582,STAY AT HOME,А1 Я1^1 #ОМЕ,False
583,ОДЕЖДА ДЛЯ ЛЫСЫХ И БЕЗРАБОТНЫХ,ОДЕЖДН длЯЛысыкп БЕЗРНБОТНЫК,False
584,ТЁЛКИ 21.00-24.00,ШЕПИ '2П0-24.0,False
585,Моя жизнь это ДИВАН,~ Ао 2 соа,False
586,выход на улицу через 3 этаж,ВЫХОД НА УЛИЦУ ЧЕРЕЗ 3 ЭТАЖ,True
587,обожаю мусор,ЕпНета (@Щ₽ ЕОакмь ИНТер} ФОжАю,False
588,Я ударился ОБ УГОЛ ЗНАЧИТ МИР НЕ ТАК УЖ КРУГЛ,Я у}АШСЯ ФБ УГОЛ ЗНАчИт МИР #е '#Е Ж,False
589,Пятый и последний фильм трилогии из четырех частей,Пятый и паглЕдний фильм ТрИЛПГИИ ИЗ ЧЕТЫПЕХ ЧаГТЕЙ,False
590,ТУАЛЕТ НЕ ПРАЦЮЕ ВИГОДИПОРУЧ НА ДВОРI,ТУАЛЕТ НЕ ПРАЦЮС ₽ ИГОРИПО РуЧ Н# ₽ВР ₽]) ж€ 1€ 4 Г# АЛ;тК! 4 ТЕА  ЕЕНеТа =осиы итер},False
591,TETRIS,ыали лаааъншы Есрашълъ ш-етс киич  [ЕК^`,False
592,ДЛЯ МОЛОДЕЖИ МОЖНО НА ПЕНСИИ,"1 ; ; МОлоёжч НАЛЕНёЧЧ 0-7 037-48-66 ""витач-ы;",False
593,ОСТОРОЖНО! СТУПЕНЬКИ,ОСТОРОЖНО} СТУПЕНЫН,False
594,Кошка курильщика,"Кошка курильщика пъш >,ап [шыа Втиг> €  Кукаилант Егальсь'""шъщшрщотшшршщадАЛь1 [уаеа Фа?-татл-а гагдшПпгцаии;миедШиала {ачантчп ъ иеншстту ч3чы",False
595,Это не бомба,бомбл,False
596,"всё хорошо, пока не знаешь правды",#ЕЗНАЕШЬ ПРАВДЫ ЪСЕ хоРошо ЛОКА,False
597,85,"Слс Сакат НЕННОСТЬ 10 | Рогмои ^ихн"" 85'",False
598,МЕНЬШЕ ЗНАЕШЬ - БОЛЬШЕ ТУПОЙ,Тищ] ЗГ(Ь ~ЕМЬШЕ= Тяпо1,False
599,SONY MONY,[Шив @.@),False
600,туалет,ТНЛЕ ТУАЛЕТ,False
601,2299,2299,True
602,ЗЕНИТ,',False
603,Е МАШИНЫ,"""Ы",False
604,BAR,:,False
605,HERBALIFE,НЕЖВАЦКЕ,False
606,САЛОН РА Этуаль,Элербую,False
607,Fie,,False
608,I Love NICE,[жуа Ыез,False
609,68-12-38,"68-12-38 &исва_ыашя аральст ""П Ш[АСтн Раллы",False
610,АПТЕКА,АПЕЮ,False
611,PanCake,[Калм?,False
612,КАФЕ,"~м АШтии ^ ""Ячк",False
613,Всё для дома,[се дшя цага,False
614,HOTEL ОТЕЛЬ,[НОТЕС,False
615,Венское Кафе,'+@ Дат?,False
616,TRUMP,7К ,False
617,асна плюс,асна плюс,True
618,КЕРАМИЧЕСКАЯ ПЛИТКА КЕР МОГР НИТ,КЕРАМИЧЕЕКАЯ ПЛИМЖИныви [:<_АМАРЪ_Я,False
619,ТЕХМАШИМПЕКС,ТЕХМАШИМПЕКС,True
620,5 Пятёрочка,НЕМ,False
621,ТАВРИДА ЭЛЕКТРИК,[! ЭСЕКТРИК ТАВРИАА,False
622,ROOMER,"""мев",False
623,PANDORA,2Пмд Р^^ЬОКА,False
624,КАФЕ,КАФЕН ав,False
625,ВЕРНА страховое общество,ВЕРНА страховое общество,True
626,ЧЕБУРЕЧНАЯ,ЧШош1эн,False
627,INGENUITY NERVE COVICTION,"ВЕ1 [(ЮШ?? + |Е?Э) @@ЮСТМ] з6 ""ни '",False
628,КУХНИ,КУХНИ Пар,False
629,Meclo,Фаб,False
630,"302 БИС МУЗЕЙ ""БУЛГАКОВЫСКИЙ ДОМ""",39? ЪУЛгдков > ь,False
631,PERFETTO,РЕП=Епо,False
632,A K,#&к,False
633,лс,ш Дс,False
634,ecomarket,,False
635,ВУНДЕРКИНД С ПЕЛЁНОК,ВУНДЕРКИНД ПЕЛЁНОКО 'Па;йм [пЕПАчемощан,False
636,by,"[И ШЦПШ ~ЪШе! ггга А""аъеъл [лоци ЕЕШ",False
637,GIANT,@Ыыт,False
638,ВЛАДИВО,Энавшл,False
639,админист города,,False
640,СОВЕТСКОМУ НАРОДУ СЛ ВА!,БОЕТ € К 0 М У Н 4 ₽ 0 Д У С К В7П,False
641,Консолидированная модель,"СЕРВИС Р1^~+-:-М - 000 'АСКОН-Комплекс' 'Е.У ПОДКЛЮЧЕНО Консолидирсванная В/М-мсдель ЖК с магазином Рифей Диспетчер серверных задач Р1^~--В^М медель Настройки отсбражения Масштабирсвать по всем сбъектам [П] Масштабирсвать по выбранным объектам Добавить замечание Фильтр + : Базсвая стена:;0,, Фильтр Базсвая стена;0  Базсвая стена;0,, Бумажные люди 04,03,2020 12 Седсв Вячеслав Ивансвич Базсвая стена;0, Базсвая стена;0,, Верх Базсвая стена:0  (4,03,2020 12 Седов Вячеслав Ивансвич Базсвая стена;0, Всё Базсвая стена:0  {4,032020 12 Седсв Вячеслав Ивансвич Базсвая стена:0  Задняя дверь магазина Базсвая стена;0  04.03.2020 12 Седсв Вячеслав Ивансвич Базсвая стена;0, Базавая стена Базсвая стена;0, Базсвая стена:0  Базсвая стена;0,, Базсвая стена:0 Базсвая стена:0  Базсвая стена;0  Базсвая стена:;0, Свсйство Значение Лрооукиы { 6ч1ф {аЬ-Ь|-аа0б-4781-а8с9 [аге Базсвая стена:ОС-01 Окра' Туре [-""а[':п-а -(а5= 9~Ба-ф 'Ап9ИРЪ О79М{ВХъ 329570 паге Базсвая стена:ОС-01 Окра ~Ь)есТуре Базсвая стена:ОС-01 [геф@  п=-Туре '-П.Д@) +а9 8837273 ъре 5+ап-аг1 ""а^[ Ссздал а) Вячеслав Ивансвич [4.032( Всв Консолидированная модель Скрытые сбъекты Распслсжение камеры Открыъ 3п9}' Окра Седов",False
642,z,,False
643,С НОВЫМ ГОДОМ!,[ Ш@@ЫШШЩШПШ '5 $838485 $483840,False
644,ФИЛАРМОНИЯ,ФФИЛАРМОНИЯ,False
645,Объемные буквы,буквы Объемные,False
646,ПЕНЗЕНСКАЯ ОБЛАСТНАЯ ФИЛАРМОНИЯ,П Е Н 3 Е # С К А Я Ф И ^ А ₽ М 0 Н и Я 0 Б Л А С Т Н А Я,False
647, RALF RINGER,0155 {ЖЕНСКАЯ 77878553 [0 #.!; [1Л$[.,False
648,FIGHT FABRIKA,[лал:шшша,False
649,concept boutique,сопсер+ #аеПаша *ф1: | А.₽ Ьоч+'чче,False
650,DIGITAL,,False
651,R,0,False
652,Мария KAFESI,кАг:э Ми |,False
653,ВЫВЕСКИ ДЛЯ ВСЕЙ РОССИИ, ВЫВЕСКИДЛЯМШ((,False
654,ОТЫ,'1,False
655,95093 35,"нтатын Крга1 а5 95 [715.15 1Н} 5€м95093 п""535 ст Дмск тшне Слшя ик# Нешшо шПадаес 54117 А1мЕФНГ #1ПЧ1 20 2 71;] 4П 4 7Е 1г' ""4т4:155",False
656,"- и тогда он взял топор и срубил деревце, труп притащил домой и украсил....представляете какой извращенец?!",и тогда он взял топор и срубил деревце; труп притащил домой и украсил: представляете какой извращенец?!,False
657,Earth Day,Еагъь [0)@),False
658,"Леша, напиши здесь про наши аккаунты в вк и инстаграм. Мол, там шутки, полезности, Трали-вали и все акое.","""  67545)1 ^ [81а, НаПИШИ ЗДСЬ ПРО НаШИ ЖККаЧНТЫ В ВК ИНСТаГРАМ. М0Л  ТЭМ ШУТКИ; ПОЛА:ЗНОСТИ; ТРЗ/ -ВаЛИ И ВСе аКО2. 3",False
659,ХУДОЖЕСТВЕННОЕ ОБРАЗОВАНИЕ И НАУКА,ХУДОЖЕСТВЕННОЕ ОБРАЗОВАНИЕ ИНАУКА 2018/4 [17],False
660,NYPD,Ш22,False
661,СВЕТ В ТАЙНИКЕ ШЭРОН КЭМЕРОН,СВЕТ ВТАЙНИКЕ ШЭРОН КЭМЕРОН,True
662,vk,Ф а 4,False
663,Еремеева Лидия Васильевна,Еремсева Лидия Васильевна,False
664,17693254,4693744,False
665,Баранов Михаил Александрович,Баранов Михаил Алсксандровнч,False
666,БИНЕТ СЕНН,БИНЕТ [ЕНН,False
667,RJCH BOY,@ЖН @О Аегся 8 '% Р;п,False
668,Альберт Лиханов Деревянные кони,Лиьаеов ЮоНи,False
669,WORKME S TI BO K,,False
670,"сейчас ты воздух, я тебя вдыхаю",9 К~Т $ъцфЗо 49 3 $ а 8,False
671,"если вы это читаете, значит вы меня трахаете",ени 667  #зо Ччючеше 74а4их 3Зы   меня #р-х^еюе,False
672,В конце пути придется рассчитаться,Концс 1ушц [ассчиашьс$ [ППДПШП +а+@-к@ .о+9 ири;спся,False
673,ue Femme veut - diem le veut,9 @ 7с& 86& 2 /тте и4 €,False
674,Улыбка дочери дороже каждого из вас,Сийё& Эбче91 Эброже *сэбЭбу 13 {6,False
675,Я буду любить своих родителей,9.8077 н &се обеес {%иъе #е8,False
676,In deo speramus,1 3 $,False
677,Пока мы убиваем время время убивает нас,"Ввд 'УЕИВАЕтНМ ""ЛПКА  Ми {ЕЛЗАЕНЕ шппир )",False
678, верь в себя,& 2~ &,False
679,Familia,'< 4 7( # ,False
680,время быть сильным,08088384 ЛШЧ [ё}Ш],False
681,Во им Отца Сына и Святого Духа Аминь,"#ыя Отц Сына н Святбгр Д,Ха Ижннь",False
682,Малая,),False
683,РУССКИЙ,РЫУЯЩ,False
684,ПАСИ И СОХРА,ЖЯСИ (<?Я],False
685,"Часы рядом с тобой, как каникулы в детстве","как Чась ₽ядох 6001017 стобой , Жанчгулы ",False
686,"Пусть пойду я долиной смертной тени, да не убоюсь зла ибо Ты со мной",[{6 [ЦУ 1 ДЛ {#Т- ]Ч; #[; ! % [ Т. & Я,False
687,Faith Hope Love,"+ ~оре Д,л€ Э4ч{6",False
688,только победа,194669 П9БФаа,False
689,люблю,#ЮБШ,False
690,БЛЯХА,СЛЯХА,False
691,COVID-19 CORONAVIRUS,"СОУ-.-19 сопамд""П ,5 аеля; псечнтраяеннячз-ЕеШРяН:ЧР #Езай тараЛЕВХЕяЕнай кнБеЦяк твичй пдененко ПЕЛЕЕтпилг лЕн тряга ПызчТНТРЛл УЕМГнннын псечцзаитыльнэ ы1<ъьшмся #ЕЧШ АДЧЫМИЕТГНЦЫЕ",False
692,ПРОКУРАТУРА,ПРОКУРАТУРА,True
693,ШТОРМОВОЕ ПРЕДУПРЕЖДЕНИЕ,ШТОРМОВОв ПРЕДУПРЕЖЛЕНИЕ,False
694,ДЛЯ ПРЕДУПРЕЖДЕНИЯ ПОЖАРА И ГИБЕЛИ ЛЮДЕЙ НЕОБХОДИМО СОБЛЮДЕНИЕ ПРАВИЛ ПОЖАРНОЙ БЕЗОПАСНОСТИ В БЫТУ,ПЛЯ ПРЕПУПРЕУЛЕНИЯ ПП#ЫР н гиЕЕпИ псгтй ПЕЕЕТПДИМЧ СРЕЛЬДЕНИЕ ПРЯЕИЛ ПОЖА РНОЙ БЕЕОПАСНОСТИ Д БЫТ:,False
695,"Не курите на лестнице, курите во дворе","Не курите на лестнице курите во дворе ""15 ;мыы Рашт мимлпцоыштала<ч '-1ь-га(_] -з шаапа Дга 5лвес шшнчшнъкнмчпышш Затнчмъ [7] цЕгигт татн; 2= ==л== Екыео Кщ т2 е5 8",False
696,Правила группы,Правила группы,True
697,Choose an interstitial SSL,"С<оозе ап Ёп-@ з--+а! ~аПъаБЕЛП Чепг ~~ГП::а чкапна Ёгп {пепатТ#п-Енегппанч тшапшл гглНыц папа_паптлыгу ~э !гвагчан шегивнвшЛЧ "" 4аент #г,ар ~атш`сяга ЛГПЕЕАГЕвшГ чЧ,ь1 ЧГМ 5ы<аг ЧшИ ;гшшшппг_апшпгштгпп;я-папПа-Пштпешш 5аевгош5 Ч Шпн ЧЫШЕ",False
698,ФАС вынесла предупреждение ЦИАНу за копирование объявлений Avito,"ФАС вынесла предупреждение ЦИАНу за копирование объявлений Аио А,  .",False
699,12+ 16+ 6+ 18+,,False
700,Профилактика коронавируса,Профилактика коронавируса паша=льп Ытялим 7тяъ  'г *иг| 14 мета ниги Улатэрглавы 1П 115 Пги- гыт ;,False
701,КРЕДИТ,"[""Ц 'ЮеЛ ШМ [Шш КРЕЛШ ЮРЕДИТ [ПКЕ ПГАЛЛЕ [ШЧЕПМ ЕЛПЕЕ 1ЕаЧаПЕ [4""7' ГаЕшПЛЦ лыдпдныч Г= СРИЛЕН Е 9944571951 фашса ""шна #сы тазвада :НДол| [чымы ио1 Еа Ндол Шик Кя' ""ЕДИ | [ОХРАННИКАЮ ' [ашылп {рЕРЛ] ;юр; яанайя 'аеп 1 [М [926 5а3  40 05 ШлгЛ1-87- Пэ &п  п",False
702,ВМЕСТЕ ПРОТИВ ТЕРРОРА ,"В качестве мер предупредительного при заключении договоров на сдачу ВМЕСТЕ характера рекомендуется: СКЛадскИХ помещений В аренду обязательном ужесточение пропускного режима при порядке вклЮЧать пункты, дающие право ПРОТИВ входе и въезде на территорию объекта, установку администрации предприятия при необходимости ТЕРРОРА систем сигнализации; аудио- и видеозаписи; осуществлять проверку сдаваемых помещений по своему усмотрению_ НТЫНТОР Ап 'ЕгРО} ""ыт{ Терроризм ЭТО идеология насилия И практика воздействия на принятие решения органами государственной власти, органами местного самоуправления ИЛИ международными организациями, связанные устрашением населения (или) ИНЫМИ формами противоправных насильственных действий; Экстремизм ЭТО теория И практика ежедневные обходы территории достижения социально-политическИх  предприятия И осмотр мест сосредоточения религиозных , национальных целей посредством опасных веществ на предмет своевременного запрещённых способов. ПОДГОТОВКИ И переподготовки   работников выявления взрывных устройств ИЛИ Выявление и предупреждение преступлений подозрительных предметов; (сотрудников) объекта (территории) ПО вопросам экстремистской И террористической работы со служебной информацией ограниченного периодическую комиссиоННуЮ проверку направленности приобретает актуальность из года складских помещений; распространения; В ГОД: более тщательный подбор и проверку разработки порядка эвакуации работников Значимую роль здесь играет развитие (сотрудников) объекта (территории), а также сетевых технологий И бесконтрольное кадров посетителей В случае получения информации об распространение информации. угрозе совершения террористического акта либо 0 Учитывая ВОЗМОЖНОСТЬ совершения его совершении; террористических актов на территории проведения учений, тренировок ПО предприятий, учреждений и организаций; перед их безопасной И своевременной эвакуации руководителями встают задачи как ПО работников   (сотрудников) И посетителей объекта обеспечению их безопасности, так и по выработке (территории) ИЗ зданий (сооружений) при угрозе И выполнению мероприятий в случае поступления применения ИЛИ при обнаружении ТОКСИЧНЫХ сообщений; содержащих угрозы химикатов, отравляющих веществ И патогенных биологических агентов-_ террористического характера: организацию И проведения совместно Политрсисжой сотрудниками правоохранительных органов полицил Балпн1 инструктажей И практических занятий ПО действиям при чрезвычайных происшествиях;",False
703,ОСТОРОЖНО: МОШЕННИКИ!,ЮСТОРОЖНО: МОШЕННИКИ! НЕДННИЕ ГЕБЛ ЧЕПАННТЫ #ГЪПЫЛЕНУЕПЯЕ=ЛЦЫ [ Е= ПНЕЧППН П ППЕШМ,False
704,"Посмотри в зеркало, сохрани жизнь мотоциклисту",Посмотри в зеркало; СОХОаНИ ЖИЗНЬ МОТОЦИКЛИСТУ 2ы,False
705,Улыбнись! Я так старалась,яУлыонилъ @тнилив},False
706,ЕЩЕ РАЗ ПОСИГНАЛИШЬ ВООБЩЕ НИКУДА НЕ ПОЕДУ!!!,ясапц мз тавти,False
707,"НЕ ПРИЖИМАЙСЯ, НЕ В ПОСТЕЛИ!","#Е ПРИЖИМАЙСЯ, НЕ ₽ ПОСТЕАИ?",False
708,ОФИЦИАЛЬНЫЙ СПОНСОР ГИБДД,оФициАльный СПОНСОР ГИБДД,True
709,мне в красной очень классно!,тай,False
710,время с Богом,а иъае Е ттъи,False
711,"Ищу мужа! говорю мало, готовлю вкусно, голова никогда не болит!",мужа! тборю ма4о юмовяю то4оба нцког)а не _о{цп! Ишу- Вкусно: ав:,False
712,"Страной правят 3,14дарасы! Если ты согласен, посигналь",етвенез звават зладАгАсы: Если тъ согласон =. 191 лав,False
713,МНЕ КАЖЕТСЯ ИЛИ ПОРА ПРОТЕРЕТЬ СТЕКЛО,МНЕ КАЖЕТСЯ и^и ПОРА ПРОТЕРЕП СтЕКАО,False
714,"мунира просила золотое кольцо, купил диск, пусть слушает!","МУНИРА ПРОСИЛА ЗОЛотоЕ Кольцо, КУпИЛ ДИСК; ПУСТЬ СЛУШАЕТ!",False
715,С323АН777,виээ)ээ4-991$ пАмятники МЕМОРИАЛЬЫЕ комплЕКсЫ # <АМЕкч @гтАИА СЗ2ЗАН77 ₽ч$ УатоСггиЦечтр 11Ч1 ГДЕНАКЛЕЙКИ ПРОИЗВОДСТВО НАКЛЕЕК НА ЗАКАЗ ЕКСзА,False
716,"Да, не бэтман а сантехник но тоже спешу спасать мир.",Да не бЭтМан а (аНТеЖНИЮ НОТОЖе СПеШ} (ПаСаТЬ ШИр; шниггыаа |5 Р 0 ₽ЪЗД пен ,False
717,ГОА,#робо(  #Ету #и ХУА ЛИЦъ 49 'соиЕчном ГОА 6ОБ 5-а_ арал Г Сертолово,False
718,Изображения доступны только партнерам,Изображения ДОСТУПНЫ только партнерам ЕБеио,False
719,WE ARE IN THE Forest,._ 4КЕ Ш ТНЕ Сше,False
720,к672ка 102,"Дзэт шшз вМш;^ц. нъ д ~вашг ва атнаснтавь оатальнымчилсиинан так метнан Вы отноцио Ю свосто спонсара?"" К672К4 102",False
721,ВАС ТОЛЬКО ЧТО ОБОГНАЛ ТОСТЕР,ВАС7ОНЬ 0 ЧПООБСПНМТССЕЭ,False
722,НЕ РАЗВАЛИТСЯ,#ПЕЕ_РЙЗВЛЛЮТВ,False
723,DDT,Ф,False
724,LIKE,ЦКЕс,False
725,KGB,"ЕЩЕ РАЗ СУКК; ПОКЕЗЕЦ$ МОЮ НАШИНЗ - ТЕБЯ , ПАД   пОМНАЮ аРчылю НАх9Й ПАьцы ₽; ЧЕРЕ: ощин кав",False
726,с911ус 777,,False
727,Я ПРОПУСКАЮ ТОЛЬКО 01 02 03,ЯТРОПУСКАЮ ТО^ЬКО 01 02 03,False
728,КАК ВЫ ЗАДОЛБАЛИ ДАЧНИКИ !!!,КАК ВЫ ЗАДОАБААИ ДАчники 1,False
729,Держи дестанцею КРОСАВЧЕГ!,"Эсрэи Эсспанцею 9""0@996ч59:",False
730,Ищу нового хозяина! тел 8 925 393 38 64,Нобого хозяцна тел 8 925 393 38 64 Ищу !,False
731,ОФИЦИАЛЬНЫЙ СПОНСОР ГИБДД,ОФИЦИААЬНЫИ спонсОр ГИБАА,False
732,Рябко,,False
733,АНТОНОВА,П,False
734,Фамилия  Имя  Отчество,"ФАчшлия ЮтчЕства ""амми 'деп  ъ& дАшщ",False
735,улица Льва Толстого 15,Олшца 15 ТолсТого {вва,False
736,ЗАВОД ПАЛИТРА,"Ширина а ЗАВОД <ПАЛИТРА""",False
737,ХЕЙЛИК КОНСТАНТИН,,False
738,ГУЗАНОВА Рукия Хамзиновна,"ГУЗАНОВА Рукия Хамзиновна туташ 25.12.1943 вафат булган {4,092021",False
739,СОЛОВЬЕВ,ВСЕВОЛОДНИКОЛАЕВИ СОЛОВЬЕВ 19-4 = ~013 'ЕН -КОРРЕСПОНДЕНТ тенапгыаннчвстгап ЧЕЕРЕТЛЕЕПАНЕАОНТРЕОТШН шяшогэнги#Енан пнны:кст; 'ШТЕКтЕУТЕЕгтлЕНаи ышны 1нЕРАшныРЫПЕэшлннннмнй КЕНЕТУНОРЕТИтИЕЕЕНИЕОН ЕАЛТЕ нжк:шевктиплЕсатинкеп ВЫПУСКННК МАДИ 115:ГОЙА #Птнля Еодпснан УмагЕв ТРАНСПОРТНЫЕ УСТАНОВКИ' ТНЕДПКПвЕпаиЕяеа]пг7,False
740,АКТОВЫЙ ЗАЛ,АКТОВЫЙ ЗАЛ,True
741,ВОЕННЫМ КОРРЕСПОНДЕНТАМ 1941 - 1945,ВОЕНЫМ [КОРРЕСНОНДЕНТАМ 1941 1945,False
742,Разумный выбор эпохи историзма. Невский район,"Вофонапорная башня Апе#саЮУробскоо ЧШУНопШеШНоюо   заВора; Воропапорняя (Пршс-репьная) башня Фбикобскоюо зяВо9а; 1891-1893 гг: Архитекторы Г: В. Войневич, инженер Ф. С: Ясинский: 1898-1899 гг Архитектор Ф: Ф. Лумберг: Октябрьская набережная 104А Проспект Обуховской обороны; 1254. Фото Евгении Лурье Фото ресурса ""1""ш:р-а |г% 2ячя А Ш, Чорноба 6 !~!ьБе  <(осноВкаж; 1889-1893 гг. Архитектор А И. фон Гоген: Октябрьская набережная; 72. Фото Романа Фомина: 15 ФРаЗУМНЫЙ ВЫбор> ЭПОХН НСПООНЗМа: НеВСКНЙ раЙОН ФрЮОшно-форочная Пушечнош  шастерской ФбиюоВсюоо   ~апешено€о зВо9а; ?пско-КаопШчесния щеркобь Во Шия 1884-1885 гг: Инженер М М. Бородатов: Проспект Обуховской обороны; 120Г 1907-1919 гг. Архитектор С: П. Галензовский Улица Бабушкина, 57 Фото Евгении Лурье Фото Евгении Лурье: (ер9шя [ш !са;",False
743,ST PETERSBURG,1 _н@в,False
744,CHITA RU ЧИТА ОНЛАЙН,@нРЧ ЧИТА ОНЛАЙН,False
745,КАМЕNЯР Художественная мастерская,КАПёМЯР Художественная мастерская,False
746,Z,,False
747,скидки,ШЛысгра скидш,False
748,FREE YOUR MIND,ЫЫЫЕП ТЕЧПЕА ЧИк #@ЕЕ 'ОЪ@ МБ,False
749,Административный раздел,"Рабочкй стол Септпо Септпо Неа Настройки Административный раздел Настройки сайта ""Корпоративный сайт"" ($1} Базовые настройки ГЛАВНАЯ Общие Тип анимации большого банера Скольжение горизонтально (зфе Шапка Скорость слайдшо} большого банера (нс) 5000 Оутер Скорость анимации большого банера (нс) 600 Мобильная версия Скрывать на узких экранах Настройки разделов Скорость слайдшоу блока ""Наши партнеры"" (ис} 5000 Главная Скорость анимации блока ""Наши партнеры"" (""с) 600 Настройки ?оцъ€бе {кеп для инстраграма 11916503977.6с97563 еаЬы: Каталог Заголовок блока Инстагран Мы [пз-:: ап Тип главной страницы Раздель Параметры Личный кабинет Большие баннеры на главной Рекламная лента' на главной Дополнительно ""Услуги"" на главной Меню Дополнительный Баннер' на главной Баннеры 'Каталог"" на главной Реклама каталоге' на главной Разделы каталога' на главной Сервисы интеграции Услуги",False
750,2015 Honda FIT,Ноп%а ЯПТ ношан я51.7 #ш}@@ @г шташии Т<е Я]-{еш 2015,False
751,"ДОБРО ПОЖАЛОВАТЬ! WWW.FOREST-RESTAURANT.RU РИГАМОЛЛ, 1 этаж 7 495 120 27 97",[МШЛ А5РО {ЖАЮВНТЫ [-@ЕЗТ-@ЕЗТ^(@^&Т@Ш РИГАМОЛЛ; этаж +7 495 120 27 97,False
752,BIG SALE,Р@НЧЕР ТЕКРЦТ 5-Е`-Ц {--:} ВС $ЦЕ,False
753,Конференция для партнёров Dell,Конфеденцин для паршнерав [=],False
754,COMING SOON!,"@(@@ ""61@@ СОМ-`@ $@@_!",False
755,для соцсетей РКЛАМНЫЙ баннер заказать,ДЛЯ СОЦСЕТЕЙ РЕКЛАМНЫЙ [БАННЕР ЗАКАЗАТЬ,False
756,НАЗВАНИЕ ПРИГЛАШАЕМ! -25,НАЗВАНИЕ ПРИГЛАШАЕМ! 2596 Ёххк)ххк-хх-кх,False
757,ДЕЛО,~& ДЕло,False
758,Banners,вапегз,False
759,24,Еш@ :епс:$ ыыпль аусзач9 24 А1=-ПЧЧ-=а #о1я;,False
760,АКЦИИ И СКИДКИ!!!,АКЦИИ И СКИДКИШ,False
761,IT'S MILLER TIME.,[$мЦЕ? ТЫЫЕ: ТМЕ =0? СРЕАШ ПМЕЕОР ₽АПП ПНЕГОР 58 @РНДЗЯ] ПРЕДУПРЕЖДАЕМ ВРЕДЕЧРЕЗМЕРНООУПОРЪЛШИЯИВА Э&,False
762,Этапы работы,Этапы работы,True
763,DoBEERman,а54515 Ам+о ШЕШШ Шапаш,False
764,ПОЧТА РОССИИ,ПОЧТВ РОС(ИИ,False
765,Новая жизнь,Новая #гнанач жизньн и,False
766,ЗНАМЯ,"26-60-70 знАмя ЧНпПа Рагеин ЛКТЛЕУН ПЕВЛНЕВЕЛЕНЯ ПОДПИШИСЬ щнишл0а НА #ЗНАМЯ""!",False
767,Районные ВЕСТИ,ВЕСТЙ 0гИ М г Районные иеилоснапетшит,False
768,Подписные издания Официальный каталог Почты России,подпиеные издания Ефъуцчальный тал  ачты Рассни,False
769,ЧУВАШИЯ,ЧУВАшия семсй детьнн,False
770,ПОЧТА РОССИИ,'РОССИИ ПОЧТР,False
771,ПОЧТА  РОССИИ,ПОЧТВ рОССИИ,False
772,ПОЧТА РОССИИ,ПОЧТВ РОСФИИ ДЕНЕЖНЫЕ ПЕРЕВОДЫ Кофак форсаж,False
773,Способы доставки от Почты России,Спасобы доставки от Почты России,False
774,ЗАВОЛЖЬЕ,ЗАВОЛЖЬЕ НЕЯПЛЯЕНПЕШ .ЕЦМ ПЕШШЙШШи,False
775,ПОЧТА РОССИИ,ПОЧтВ рОССИИ,False
776,ПОЧТ РОССИ,#итам,False
777,Дерево Добра,Верево Ообра,False
778,ПОЧТА БАНК,"[ЧЙ БМНЮ 69 ""Еш} 'ДЕНЕ маИ ШП П1 ЕГЕГД ТД Еп} #ЕнТНтЫ ГАЧГЕРЕМЕННТ л",False
779,ШЫН,,False
780,ПОЧТА РОСИИ,ПОЧТП РО((ИИ,False
781,А,тма-п,False
782,ТОРОПИСЬ ПОДПИСАТЬСЯ ПО СНИЖЕННЫМ ЦЕНАМ,ТОРЫШИСЬ ПОДПИСАТЬСЯ п0 #НИЖеНЫМ ценаМ,False
783,Объявление в Наша БЕСПЛАТНО!,Объявление Ш# БЕСПЛАТНО!,False
784,Газеты и журналы по подписке,Газеты и журналы по подписке,True
785,100 лет,100 лет,True
786,комсомольская правда,(гея комсомопьскяя ПРнВДН,False
787,ПИСЬМО В РЕДАКЦИЮ,ЛИВЬМП РЕДРИЦИЮ,False
788,Среднеуральская ВОЛНА,Среднеура^ьская ~НАН,False
789,культурный центр Губернский,УдыУРНЫЙ ЦЕШР ЦЕВЕРСКШШЕ,False
790,АО ПОЧТА БАНК,"[ч АО кПОЧТА БАНК "" ДОБРО ПОЖАЛОВАТЫ 247 | Цаи Шыэл",False
791,врач очки,#9жк2 ВРАЧ очки,False
